round,sender,receiver,link,payload_type,messages,client_id,worker_id,bytes,actual_seconds,status,ack_sha256,receiver_host,receiver_port,send_start_time,send_end_time,server_receive_time,server_response_time,process_seconds,error,includes_processing,time_category,note
0,CS,C1,CS->C1,PublicKeyReq,1,1,,15,0.22259180000037304,http,758b04e41b6869d67281b7d6f834bf3d8373a8d500f4be10e7a62e35957a48f4,127.0.0.1,9401,11343.176067,11343.3986588,1781627829.7501116,1781627829.7501116,0.0,,0,network_transfer,
0,CS,C2,CS->C2,PublicKeyReq,1,2,,15,0.01437910000095144,http,79f435775552f2bbc12a870e9213a1c6ea9de85c6feaf0aaf3478fffe5ff2c67,127.0.0.1,9402,11343.400424,11343.4148031,1781627829.7670405,1781627829.7670405,0.0,,0,network_transfer,
0,CS,C3,CS->C3,PublicKeyReq,1,3,,15,0.00481460000082734,http,bc85871f3c24777f7161df299ddd423e1036a39a4d53512ef616fd298da223e8,127.0.0.1,9403,11343.4166166,11343.4214312,1781627829.7720027,1781627829.7720027,0.0,,0,network_transfer,
0,CS,C4,CS->C4,PublicKeyReq,1,4,,15,0.00399459999971441,http,431912657f5cc3ba0e4820eba063912654e904333810739608789b5366e5f64f,127.0.0.1,9404,11343.4225276,11343.4265222,1781627829.7762635,1781627829.7762635,0.0,,0,network_transfer,
0,CS,C5,CS->C5,PublicKeyReq,1,5,,15,0.005197700000280747,http,055994d27ba576357251b8200baacc23f7d721eb70a07eec18fdc96b063536d3,127.0.0.1,9405,11343.4276257,11343.4328234,1781627829.78446,1781627829.78446,0.0,,0,network_transfer,
0,CS,KGC,CS->KGC,SetupReq,1,,,1331,0.6282120999985636,http,e5b0dc8337c5f9845998084c83bdd72f20887766c0e86218a31cf8cd6a762dd6,127.0.0.1,9200,11343.4344863,11344.0626984,1781627829.7907867,1781627830.3856237,0.594836950302124,,0,network_transfer,
0,CS,C1,CS->C1,InitModel,1,1,,622687,0.04330879999906756,http,3ec3c94c63912be03ab8a12c3d37ba135968692f51686a1fb63170a7658a519b,127.0.0.1,9401,11344.2408247,11344.2841335,1781627830.6106374,1781627830.6368694,0.026232004165649414,,0,network_transfer,
0,CS,C2,CS->C2,InitModel,1,2,,622689,0.044219299999895156,http,e8d00f79ce62f4f2897ed8e755f3df98d3ee85061aef1b5a9ee6c29bf06ea936,127.0.0.1,9402,11344.2967213,11344.3409406,1781627830.6652813,1781627830.6933532,0.028071880340576172,,0,network_transfer,
0,CS,C3,CS->C3,InitModel,1,3,,622689,0.044396400000550784,http,192283974ffd4cf573bda065f9700afb388525f03c58951e36ef9fdf634a8889,127.0.0.1,9403,11344.3529399,11344.3973363,1781627830.7228749,1781627830.749458,0.026583194732666016,,0,network_transfer,
0,CS,C4,CS->C4,InitModel,1,4,,622689,0.04642280000007304,http,b6a242dac77f412c5a6512508165e4c54ea8a9c3b1643bd7840df86a1317921c,127.0.0.1,9404,11344.4096157,11344.4560385,1781627830.7831523,1781627830.808506,0.025353670120239258,,0,network_transfer,
0,CS,C5,CS->C5,InitModel,1,5,,622688,0.029402500000287546,http,430c2f3b930e7d5a823d0562fcccba89f2ef42e73128af419a0431da7164611e,127.0.0.1,9405,11344.4678069,11344.4972094,1781627830.8255026,1781627830.846533,0.021030426025390625,,0,network_transfer,
1,CS,KGC,CS->KGC,RoundInitReq,1,,,326,0.40994919999866397,http,e1dc57d44836ca1c8a34982815cbe12eeeb7de7755405853a973cecb6e9123a0,127.0.0.1,9200,11344.7749478,11345.184897,1781627831.1515863,1781627831.537266,0.3856797218322754,,0,network_transfer,
1,KGC,C1,KGC->C1,MaskMsg,1,1,,22978,0.16907660000106262,http,6d26d6e2198868e57361c99fe9904be4ff9413ccd131cfda86850cbd4d804e6c,127.0.0.1,9401,11344.829978,11344.9990546,1781627831.3383558,1781627831.3469214,0.008565664291381836,,0,network_transfer,
1,KGC,C2,KGC->C2,MaskMsg,1,2,,23041,0.032937599999058875,http,e2839bac44c1c23eab0ef4645ae080167a07ccd144462af5b27ecd1c20d857a8,127.0.0.1,9402,11345.0100438,11345.0429814,1781627831.3824947,1781627831.3957038,0.013209104537963867,,0,network_transfer,
1,KGC,C3,KGC->C3,MaskMsg,1,3,,22972,0.03578360000028624,http,66a0f8dc7113ca1e590e8f73e36618600a1eefd3eb92aae415b62057a272fce4,127.0.0.1,9403,11345.053928,11345.0897116,1781627831.429407,1781627831.442419,0.013012170791625977,,0,network_transfer,
1,KGC,C4,KGC->C4,MaskMsg,1,4,,22857,0.036199199999828124,http,80470227a78ebd349d7ff6032277da89e8c1b779a89223e72b24effb5a0ce626,127.0.0.1,9404,11345.1001056,11345.1363048,1781627831.4767675,1781627831.4890676,0.01230001449584961,,0,network_transfer,
1,KGC,C5,KGC->C5,MaskMsg,1,5,,24000,0.03670419999980368,http,5e29044be8bdcd58c4a1a3284cf3da2da1b113c1d01b1a5b03cc0e7ad6f6a0c4,127.0.0.1,9405,11345.1464635,11345.1831677,1781627831.5242653,1781627831.5352948,0.011029481887817383,,0,network_transfer,
1,C4,CS,C4->CS,UpMsg,1,4,,2108772,0.25587649999943096,http,2004841bccd43979e5ffd7df011f67c61cb6b3022aaf013a1063068037a4e099,127.0.0.1,9300,11385.333833,11385.5897095,1781627871.9345496,1781627871.9415483,0.006998777389526367,,0,network_transfer,
1,C1,CS,C1->CS,UpMsg,1,1,,2108724,0.23426399999880232,http,441b2db3df56eac83edf3ba8befd7c3cd86e276295fe13ff9af76727210db422,127.0.0.1,9300,11385.4724036,11385.7066676,1781627872.0492446,1781627872.0592403,0.009995698928833008,,0,network_transfer,
1,C3,CS,C3->CS,UpMsg,1,3,,2108816,0.2511304999989079,http,94fc8d8caad1bf0a16d97d3f97ef5baa5d7f11ad77411b87131de98326f60767,127.0.0.1,9300,11385.5966843,11385.8478148,1781627872.190921,1781627872.1999269,0.00900578498840332,,0,network_transfer,
1,C4,KGC,C4->KGC,UpMsg,1,4,,2108772,0.047933300000295276,http,2004841bccd43979e5ffd7df011f67c61cb6b3022aaf013a1063068037a4e099,127.0.0.1,9200,11385.628607,11385.6765403,1781627872.0192533,1781627872.0289774,0.009724140167236328,,0,network_transfer,
1,C1,KGC,C1->KGC,UpMsg,1,1,,2108724,0.024626299998999457,http,441b2db3df56eac83edf3ba8befd7c3cd86e276295fe13ff9af76727210db422,127.0.0.1,9200,11385.7463566,11385.7709829,1781627872.1115382,1781627872.1235328,0.011994600296020508,,0,network_transfer,
1,C5,CS,C5->CS,UpMsg,1,5,,2108936,0.20701030000054743,http,34bf653515b1ea7ff626db97007e3138d106354de278b21ff1e2e9c64432a690,127.0.0.1,9300,11385.8315604,11386.0385707,1781627872.3824272,1781627872.3904295,0.008002281188964844,,0,network_transfer,
1,C3,KGC,C3->KGC,UpMsg,1,3,,2108816,0.019627699999546167,http,94fc8d8caad1bf0a16d97d3f97ef5baa5d7f11ad77411b87131de98326f60767,127.0.0.1,9200,11385.8916075,11385.9112352,1781627872.2562578,1781627872.2630315,0.006773710250854492,,0,network_transfer,
1,C2,CS,C2->CS,UpMsg,1,2,,2108806,0.2188611999990826,http,7a3addb9b9e9917f81abe3814d5ab04ed6a8d1e2376efc98dd83fe75260f2f3e,127.0.0.1,9300,11385.9760224,11386.1948836,1781627872.5343835,1781627872.5471501,0.012766599655151367,,0,network_transfer,
1,C5,KGC,C5->KGC,UpMsg,1,5,,2108936,0.030135900000459515,http,34bf653515b1ea7ff626db97007e3138d106354de278b21ff1e2e9c64432a690,127.0.0.1,9200,11386.0769012,11386.1070371,1781627872.4521606,1781627872.459155,0.006994485855102539,,0,network_transfer,
1,C2,KGC,C2->KGC,UpMsg,1,2,,2108806,0.046512999999322346,http,7a3addb9b9e9917f81abe3814d5ab04ed6a8d1e2376efc98dd83fe75260f2f3e,127.0.0.1,9200,11386.2236513,11386.2701643,1781627872.6138425,1781627872.6228068,0.008964300155639648,,0,network_transfer,
1,CS,C1,CS->C1,AggMsg,1,1,,2108521,0.05044369999995979,http,ddcfbc287cee1511f1090e6e7a1ba0303b97519d9d86e24846c76613d8675628,127.0.0.1,9401,11386.8107462,11386.8611899,1781627873.1855085,1781627873.213824,0.02831554412841797,,0,network_transfer,
1,C1,CS,C1->CS,ShareMsg,1,1,,514,0.02202669999860518,http,6c9bc316ffdb3d3ba13d961ef2e1bfac5142b107309983586571e0f3185fcaad,127.0.0.1,9300,11386.8378272,11386.8598539,1781627873.2118099,1781627873.2118099,0.0,,0,network_transfer,
1,CS,C2,CS->C2,AggMsg,1,2,,2108521,0.0504542999988189,http,b25a79ed6e6277980e2140a277682d99a6351086eb398ac161953040832ca0fb,127.0.0.1,9402,11386.8820873,11386.9325416,1781627873.2606332,1781627873.285437,0.024803876876831055,,0,network_transfer,
1,C2,CS,C2->CS,ShareMsg,1,2,,514,0.018205300000772695,http,7da3e3ec01e1bf38b6cbb6e6181ce9ca02d749ee99e71e09d9bb9c2177f10a09,127.0.0.1,9300,11386.9131416,11386.9313469,1781627873.2833924,1781627873.2844148,0.0010223388671875,,0,network_transfer,
1,CS,C3,CS->C3,AggMsg,1,3,,2108521,0.05512970000017958,http,ee171dc63c9c71cba076a8df047988ea370e0fdc35aad2b0e9aacab95c0cd8d6,127.0.0.1,9403,11386.9531845,11387.0083142,1781627873.3369703,1781627873.3603542,0.02338385581970215,,0,network_transfer,
1,C3,CS,C3->CS,ShareMsg,1,3,,516,0.017663600001469604,http,6f7988d93ef0df8870a7b4a15382def5729c1f05042b159ffcdaad8402a5b94d,127.0.0.1,9300,11386.98909,11387.0067536,1781627873.3583424,1781627873.359375,0.0010325908660888672,,0,network_transfer,
1,CS,C4,CS->C4,AggMsg,1,4,,2108521,0.057946400000219,http,b2739692992586063aa2bae59ccc8c8d3a48c293c975a3772c8fa3c95ce2a351,127.0.0.1,9404,11387.0287861,11387.0867325,1781627873.411579,1781627873.4378905,0.026311635971069336,,0,network_transfer,
1,C4,CS,C4->CS,ShareMsg,1,4,,514,0.021907199999986915,http,6a0f504d642e4bff870a7a8d2569e26005f863aaaa4d69891388d43729bf343d,127.0.0.1,9300,11387.063444,11387.0853512,1781627873.4362907,1781627873.4378905,0.0015997886657714844,,0,network_transfer,
1,CS,C5,CS->C5,AggMsg,1,5,,2108521,0.05457569999998668,http,05b0ef714177e0d543bbd1600201276dc92ed10f78443419ca28bf94859177e3,127.0.0.1,9405,11387.1066429,11387.1612186,1781627873.4838667,1781627873.5136535,0.02978682518005371,,0,network_transfer,
1,C5,CS,C5->CS,ShareMsg,1,5,,513,0.02376189999995404,http,5a0b9575a79edca651440204ee22c23c110178ff6779499554888b8a4bbff51d,127.0.0.1,9300,11387.1354224,11387.1591843,1781627873.5101674,1781627873.511651,0.0014836788177490234,,0,network_transfer,
1,CS,C1,CS->C1,ModelBroadcast,1,1,,78388,0.014967899998737266,http,af69a3acde0171fee664d848e897f5e2ff9de61d1685fa62c8315b81b84c44f4,127.0.0.1,9401,11401.3700074,11401.3849753,1781627887.725006,1781627887.7370086,0.01200246810913086,,0,network_transfer,
1,CS,C2,CS->C2,ModelBroadcast,1,2,,78388,0.015248399999109097,http,a799a705cda2d3569647091b5c7f872cccaba2d147c0ba0f64b811428b074cad,127.0.0.1,9402,11401.3871405,11401.4023889,1781627887.7419693,1781627887.7548087,0.012839317321777344,,0,network_transfer,
1,CS,C3,CS->C3,ModelBroadcast,1,3,,78388,0.01601440000013099,http,841b112326abd8eb5544439dd5398bf7c394af5ba980485b8891f1a7505051cf,127.0.0.1,9403,11401.4049247,11401.4209391,1781627887.7598891,1781627887.7731965,0.013307332992553711,,0,network_transfer,
1,CS,C4,CS->C4,ModelBroadcast,1,4,,78388,0.014593299998523435,http,7e334856de5290491237f2ec6419fbcc4b8e3951547f7e0f0ab9b8c5c7a32068,127.0.0.1,9404,11401.4233729,11401.4379662,1781627887.7782276,1781627887.7906835,0.012455940246582031,,0,network_transfer,
1,CS,C5,CS->C5,ModelBroadcast,1,5,,78388,0.01453880000008212,http,705dd225fec6d05f6c1f63ae40af77e5473d618bd4c527ae2cae0a2cd0671694,127.0.0.1,9405,11401.4407912,11401.45533,1781627887.7935019,1781627887.8028133,0.009311437606811523,,0,network_transfer,
2,CS,KGC,CS->KGC,RoundInitReq,1,,,326,0.16306580000127724,http,ae9426d81ba2e27f61b1d251d6dc477dedb9267edacc4fdccef14e18144b73ee,127.0.0.1,9200,11401.5551836,11401.7182494,1781627887.9270344,1781627888.0702562,0.14322185516357422,,0,network_transfer,
2,KGC,C1,KGC->C1,MaskMsg,1,1,,22914,0.029898900000262074,http,2336143b2234127a12869f5eadbb0c8349402b4ba1baa911674f06c93a873f9e,127.0.0.1,9401,11401.5950496,11401.6249485,1781627887.9723153,1781627887.9771714,0.004856109619140625,,0,network_transfer,
2,KGC,C2,KGC->C2,MaskMsg,1,2,,22978,0.020896299998639734,http,e87735f46477110f7a387581654bece749505961a413f5f3bf74747e21d628ff,127.0.0.1,9402,11401.6323771,11401.6532734,1781627888.000996,1781627888.0061235,0.005127429962158203,,0,network_transfer,
2,KGC,C3,KGC->C3,MaskMsg,1,3,,23030,0.025331000000733184,http,736e9d3133905c0cbe3ca190f06731655347232e654c4a7e782b2ce1bafb7dcd,127.0.0.1,9403,11401.6608526,11401.6861836,1781627888.0336304,1781627888.038794,0.005163669586181641,,0,network_transfer,
2,KGC,C4,KGC->C4,MaskMsg,1,4,,23026,0.007599999999001739,http,ca6bda44a3d4904d0a69e3637173ba8dfe2e224f5089a386b9200cbe95350393,127.0.0.1,9404,11401.6939332,11401.7015332,1781627888.0484607,1781627888.0534618,0.005001068115234375,,0,network_transfer,
2,KGC,C5,KGC->C5,MaskMsg,1,5,,24154,0.007011100000454462,http,b7e3d2068d3cd7b07a2b42deb21af9e05a84237a2eab038cadf182cf0869b6ca,127.0.0.1,9405,11401.7096711,11401.7166822,1781627888.0647519,1781627888.0687351,0.003983259201049805,,0,network_transfer,
2,C3,CS,C3->CS,UpMsg,1,3,,2108859,0.03250569999909203,http,e7f79cbfa045bd775c0fd04b1a76e1d64af25aee3f394b810c7cea285f45339f,127.0.0.1,9300,11435.5904436,11435.6229493,1781627921.9669585,1781627921.9751282,0.00816965103149414,,0,network_transfer,
2,C3,KGC,C3->KGC,UpMsg,1,3,,2108859,0.032688299999790615,http,e7f79cbfa045bd775c0fd04b1a76e1d64af25aee3f394b810c7cea285f45339f,127.0.0.1,9200,11435.6630436,11435.6957319,1781627922.0373266,1781627922.0470912,0.009764671325683594,,0,network_transfer,
2,C1,CS,C1->CS,UpMsg,1,1,,2108830,0.039388000001054024,http,d2d06814571f09bfb24ec8fd289af354938d2fc59f1d35e894f6cfc19e03d119,127.0.0.1,9300,11435.6730345,11435.7124225,1781627922.0567555,1781627922.064767,0.008011341094970703,,0,network_transfer,
2,C4,CS,C4->CS,UpMsg,1,4,,2108676,0.05747259999952803,http,839bbe3e13422d3888e326f9b6dfaa031a72d1b97a9f2a818398fe89badb03e9,127.0.0.1,9300,11435.74438,11435.8018526,1781627922.144915,1781627922.1547043,0.009789228439331055,,0,network_transfer,
2,C1,KGC,C1->KGC,UpMsg,1,1,,2108830,0.0265294000000722,http,d2d06814571f09bfb24ec8fd289af354938d2fc59f1d35e894f6cfc19e03d119,127.0.0.1,9200,11435.7473524,11435.7738818,1781627922.112911,1781627922.1258745,0.012963533401489258,,0,network_transfer,
2,C4,KGC,C4->KGC,UpMsg,1,4,,2108676,0.04833169999983511,http,839bbe3e13422d3888e326f9b6dfaa031a72d1b97a9f2a818398fe89badb03e9,127.0.0.1,9200,11435.8469714,11435.8953031,1781627922.2372308,1781627922.2473516,0.010120868682861328,,0,network_transfer,
2,C2,CS,C2->CS,UpMsg,1,2,,2108796,0.039872199999081204,http,ea603964f24367d839e19092c1c316e4d52490ef1ce292686e0f8e2f34a0dc1a,127.0.0.1,9300,11435.866001,11435.9058732,1781627922.2473516,1781627922.2580142,0.010662555694580078,,0,network_transfer,
2,C2,KGC,C2->KGC,UpMsg,1,2,,2108796,0.018553300000348827,http,ea603964f24367d839e19092c1c316e4d52490ef1ce292686e0f8e2f34a0dc1a,127.0.0.1,9200,11435.9363804,11435.9549337,1781627922.3002205,1781627922.3076913,0.007470846176147461,,0,network_transfer,
