2026-07-01 21:17:40,940 INFO CS listening on 127.0.0.1:9300
2026-07-01 21:17:45,249 INFO ROUND 1
2026-07-01 21:18:25,905 INFO ROUND 2
2026-07-01 21:19:07,663 INFO ROUND 3
2026-07-01 21:19:50,874 INFO ROUND 4
2026-07-01 21:20:33,341 INFO ROUND 5
2026-07-01 21:21:15,079 INFO ROUND 6
2026-07-01 21:21:57,208 INFO ROUND 7
2026-07-01 21:22:39,296 INFO ROUND 8
2026-07-01 21:23:21,066 INFO ROUND 9
2026-07-01 21:24:03,198 INFO ROUND 10
2026-07-01 21:25:03,209 INFO ROUND 11
2026-07-01 21:25:45,202 INFO ROUND 12
2026-07-01 21:26:27,376 INFO ROUND 13
2026-07-01 21:27:09,357 INFO ROUND 14
2026-07-01 21:27:51,354 INFO ROUND 15
2026-07-01 21:28:33,530 INFO ROUND 16
2026-07-01 21:29:15,475 INFO ROUND 17
2026-07-01 21:29:58,075 INFO ROUND 18
2026-07-01 21:30:39,657 INFO ROUND 19
2026-07-01 21:31:21,587 INFO ROUND 20
2026-07-01 21:32:03,508 INFO ROUND 21
2026-07-01 21:32:45,876 INFO ROUND 22
2026-07-01 21:33:27,363 INFO ROUND 23
2026-07-01 21:34:09,186 INFO ROUND 24
2026-07-01 21:34:50,681 INFO ROUND 25
2026-07-01 21:35:49,846 INFO ROUND 26
2026-07-01 21:36:31,811 INFO ROUND 27
2026-07-01 21:37:15,107 INFO ROUND 28
2026-07-01 21:37:56,586 INFO ROUND 29
2026-07-01 21:38:37,840 INFO ROUND 30
2026-07-01 21:39:19,778 INFO ROUND 31
2026-07-01 21:40:01,929 INFO ROUND 32
2026-07-01 21:40:44,672 INFO ROUND 33
2026-07-01 21:41:26,092 INFO ROUND 34
2026-07-01 21:42:08,003 INFO ROUND 35
2026-07-01 21:42:49,420 INFO ROUND 36
2026-07-01 21:43:31,311 INFO ROUND 37
2026-07-01 21:44:13,535 INFO ROUND 38
2026-07-01 21:44:55,063 INFO ROUND 39
2026-07-01 21:45:37,157 INFO ROUND 40
2026-07-01 21:46:19,477 INFO ROUND 41
2026-07-01 21:47:01,074 INFO ROUND 42
2026-07-01 21:47:42,761 INFO ROUND 43
2026-07-01 21:48:24,785 INFO ROUND 44
2026-07-01 21:49:06,641 INFO ROUND 45
2026-07-01 21:49:48,192 INFO ROUND 46
2026-07-01 21:50:30,120 INFO ROUND 47
2026-07-01 21:51:11,945 INFO ROUND 48
2026-07-01 21:51:54,141 INFO ROUND 49
2026-07-01 21:52:38,070 INFO ROUND 50
